id,user_id,sex,date,moral1,moral2,moral3,moral4,moral5,moral6,moral7,sexual1,sexual2,sexual3,sexual4,sexual5,sexual6,sexual7,pathogen1,pathogen2,pathogen3,pathogen4,pathogen5,pathogen6,pathogen7
2239,182188,female,2008-11-24 16:54:35,4,4,2,5,2,5,2,3,1,3,3,2,6,2,5,4,3,5,4,6,6
2240,182192,female,2008-11-24 17:15:54,2,4,3,5,3,3,3,2,1,1,5,1,5,6,5,3,3,5,5,5,5
2251,182206,female,2008-11-25 03:55:57,3,5,3,3,6,6,3,0,0,1,4,0,6,6,5,3,4,3,4,2,5
2241,182208,male,2008-11-24 19:01:43,2,6,3,6,5,3,4,0,0,0,0,0,2,5,2,1,3,1,4,1,2
2242,182212,female,2008-11-24 19:27:03,5,6,4,6,6,3,5,5,1,2,6,2,6,4,4,3,4,5,5,2,4
2245,182265,female,2008-11-24 23:32:36,6,6,5,5,5,5,5,1,0,3,5,3,6,0,6,5,3,4,6,4,5
2246,182267,male,2008-11-24 23:42:11,2,5,4,5,2,3,2,0,0,0,1,0,4,0,5,2,2,3,4,3,3
2247,182270,male,2008-11-25 01:02:29,1,5,4,5,1,6,5,2,6,5,5,5,0,1,3,5,3,2,6,6,2
2248,182281,female,2008-11-25 01:33:05,2,5,4,4,3,6,3,5,4,3,6,5,6,4,5,5,6,4,5,3,2
30026,182285,male,2014-06-23 08:47:40,4,4,6,4,4,5,5,0,0,1,1,3,2,5,5,5,4,5,5,5,5
2249,182291,female,2008-11-25 03:19:56,3,,,,1,,1,,,,,,0,,,2,0,,3,,5
2252,182296,female,2008-11-25 04:20:56,2,5,5,4,3,4,3,0,0,0,6,0,5,5,6,6,5,5,6,3,6
2253,182305,female,2008-11-25 05:58:22,1,1,,2,1,2,1,2,3,3,2,2,2,2,6,1,2,3,4,3,4
2254,182318,female,2008-11-25 08:34:01,5,5,6,5,6,0,5,1,0,4,5,5,6,2,4,5,4,4,5,5,6
2255,182346,female,2008-11-25 12:46:28,3,3,3,5,2,2,3,0,1,1,2,2,5,3,6,4,6,3,6,3,4
2256,182365,female,2008-11-25 16:29:41,4,5,2,5,2,3,5,3,0,3,1,1,1,0,5,6,6,6,6,5,5
2259,182369,male,2008-11-25 19:02:28,6,6,5,5,6,5,6,0,5,3,1,6,3,6,1,3,4,0,1,1,0
2257,182372,female,2008-11-25 16:50:50,5,5,3,6,1,5,2,0,0,0,1,1,0,2,4,2,4,4,5,6,1
2258,182381,female,2008-11-25 18:24:27,4,6,4,6,6,3,6,3,0,3,4,3,6,6,6,6,3,6,6,6,3
2262,182396,female,2008-11-25 22:36:14,3,4,3,5,4,3,5,2,1,2,6,4,6,6,4,5,2,4,2,5,5
2260,182403,female,2008-11-25 20:32:41,5,,5,5,5,5,5,0,0,0,0,0,0,0,3,3,3,3,3,3,3
2263,182427,male,2008-11-25 22:44:40,4,5,3,4,5,6,1,2,1,0,2,3,2,5,5,5,3,3,4,3,1
2264,182444,female,2008-11-26 02:34:23,1,1,0,1,0,2,1,1,0,2,4,5,6,3,5,3,4,3,6,4,4
2265,182489,female,2008-11-26 07:16:57,3,6,2,4,5,4,4,4,5,3,5,5,5,0,6,3,3,3,5,6,1
2266,182508,female,2008-11-26 11:10:53,1,5,2,5,1,0,5,6,6,6,6,6,6,6,5,4,4,5,3,0,0
2268,182518,female,2008-11-26 12:17:42,0,2,1,3,1,2,1,1,0,0,1,1,3,0,5,5,6,4,6,6,4
2269,182520,female,2008-11-26 12:41:47,5,3,3,4,5,6,6,4,5,1,6,5,6,3,6,6,5,3,4,5,6
2270,182546,female,2008-11-26 17:13:15,6,5,3,6,6,6,5,2,0,4,4,4,6,3,4,2,2,3,2,4,0
2271,182549,female,2008-11-26 17:44:11,4,5,6,6,5,5,5,3,1,1,2,5,5,4,5,3,4,3,5,3,2
2274,182620,male,2008-11-27 00:44:42,2,5,2,4,4,4,3,1,0,1,1,1,2,1,3,2,4,4,4,2,5
2556,182652,female,2008-12-16 23:11:21,3,6,6,5,3,6,3,5,5,6,6,4,6,6,6,3,5,4,6,4,4
2276,182662,female,2008-11-27 06:34:26,1,6,6,4,1,6,1,1,1,0,1,0,2,0,5,5,2,5,1,6,6
2275,182663,female,2008-11-27 06:33:56,5,3,1,6,2,1,5,3,5,0,5,6,6,1,6,5,6,4,6,1,5
2277,182715,male,2008-11-27 15:41:25,2,3,0,1,0,1,0,0,0,0,0,0,0,3,2,2,1,1,2,0,1
2278,182732,female,2008-11-27 18:19:29,5,5,4,5,5,4,3,1,3,2,2,4,5,0,5,5,4,5,6,4,4
2279,182760,female,2008-11-27 21:32:09,,,,,,,,,,,,,,,,,,6,,,
2280,182774,female,2008-11-27 23:30:51,5,6,0,6,4,1,3,2,0,1,3,5,1,6,3,1,3,3,5,6,2
2281,182779,female,2008-11-27 23:45:31,3,3,2,4,3,3,3,3,2,3,5,1,5,2,5,5,4,4,4,0,6
2282,182785,female,2008-11-28 00:22:46,1,5,2,6,2,4,5,1,1,0,5,0,6,1,3,2,5,1,6,1,1
2284,182800,female,2008-11-28 03:34:01,2,4,2,4,4,1,4,6,3,6,5,6,4,3,5,6,3,6,6,5,6
2285,182884,female,2008-11-28 17:00:18,6,5,4,6,4,2,5,0,6,3,6,4,5,5,4,1,5,1,6,6,0
2286,182887,female,2008-11-28 17:33:40,2,3,1,5,5,3,2,5,1,2,4,3,5,6,5,5,3,3,6,5,2
2288,182896,male,2008-11-28 19:42:37,1,0,6,5,3,6,3,0,0,1,0,0,1,0,5,0,0,3,0,1,2
2287,182906,female,2008-11-28 19:34:40,5,6,5,6,4,6,6,1,2,0,5,2,5,4,2,4,2,3,4,6,4
2289,182923,male,2008-11-28 21:19:05,6,5,3,5,4,4,4,1,0,0,4,2,3,0,2,2,1,3,3,3,2
2291,182961,female,2008-11-29 01:30:58,1,4,2,5,4,2,1,6,0,0,1,0,6,0,5,5,1,2,5,5,5
2292,182962,female,2008-11-29 01:32:40,6,6,4,6,4,6,6,0,0,0,0,0,6,0,3,6,4,3,6,4,6
2293,182965,female,2008-11-29 01:39:09,4,5,3,4,6,3,,1,1,2,5,4,6,0,2,5,2,3,3,4,5
2294,182976,female,2008-11-29 03:11:51,4,6,2,6,6,6,6,3,1,0,6,3,6,0,4,4,6,4,2,5,6
2295,182981,female,2008-11-29 04:36:22,4,5,1,2,5,5,2,2,1,1,4,0,1,1,4,,2,1,4,4,2
2296,183008,female,2008-11-29 09:54:41,6,6,6,3,4,6,6,6,6,6,6,5,6,6,4,4,3,0,6,2,1
2297,183018,female,2008-11-29 10:53:35,0,5,1,3,4,4,3,5,1,3,4,5,6,1,6,4,5,5,2,5,4
2298,183026,male,2008-11-29 12:29:36,4,4,5,5,6,5,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2299,183042,female,2008-11-29 13:50:09,5,5,4,6,5,3,4,4,6,3,6,6,6,6,6,3,4,5,4,3,3
2300,183061,male,2008-11-29 15:22:41,3,6,4,6,6,3,5,0,0,0,0,0,1,6,3,5,0,3,4,6,3
2301,183082,female,2008-11-29 17:09:39,1,4,0,2,4,0,3,1,5,2,5,0,4,4,6,6,5,4,6,5,6
2302,183083,male,2008-11-29 18:01:32,5,6,4,6,3,5,3,4,0,4,5,4,4,2,5,4,3,3,4,5,3
2303,183098,female,2008-11-29 18:51:06,5,6,5,6,5,6,6,0,0,0,2,0,6,0,6,1,2,0,1,1,5
2304,183108,female,2008-11-29 20:17:58,3,5,3,6,4,3,4,1,0,0,2,4,5,0,4,5,2,3,4,3,4
2305,183121,female,2008-11-29 20:42:36,1,3,0,1,1,5,1,0,1,1,0,0,6,6,2,5,4,1,4,1,5
2306,183141,male,2008-11-29 23:07:57,2,4,1,4,5,5,4,4,5,2,4,5,3,3,6,4,4,6,5,4,5
2308,183146,female,2008-11-30 00:05:25,2,4,2,4,3,3,2,4,6,4,6,6,6,6,6,4,6,5,0,,1
2307,183148,female,2008-11-29 23:50:55,2,4,4,5,5,6,1,4,0,1,4,4,6,2,4,3,2,6,4,6,1
2309,183164,female,2008-11-30 01:30:10,2,5,2,4,2,4,3,5,0,0,6,6,5,5,6,4,6,5,6,4,6
2310,183170,female,2008-11-30 01:36:15,2,5,2,5,3,3,3,1,0,1,3,4,3,3,4,4,4,2,3,4,4
2311,183178,male,2008-11-30 02:33:14,5,6,4,5,5,2,5,2,0,1,0,0,0,2,5,4,4,6,5,4,3
2312,183188,female,2008-11-30 03:42:21,6,6,5,6,6,5,5,1,0,1,1,5,3,3,6,5,2,4,5,6,3
2313,183216,male,2008-11-30 05:54:59,5,6,6,6,4,5,5,0,1,0,3,0,0,2,6,5,2,4,5,5,5
2314,183233,female,2008-11-30 07:41:14,3,3,3,3,3,3,3,3,1,3,6,2,3,2,4,6,6,6,6,3,6
2315,183238,female,2008-11-30 08:06:23,5,6,6,6,6,5,5,6,5,3,5,6,6,6,5,5,5,3,4,6,6
2316,183254,female,2008-11-30 11:18:41,4,5,5,5,5,4,5,6,3,6,6,6,6,6,5,4,2,2,6,6,5
2317,183264,male,2008-11-30 13:44:10,1,0,3,3,1,2,0,0,1,0,0,0,0,0,5,6,5,6,6,1,3
2318,183272,female,2008-11-30 14:51:04,3,4,4,4,4,4,2,4,1,2,3,2,5,1,4,2,3,1,4,2,1
2320,183288,male,2008-11-30 17:51:28,4,5,5,6,6,6,5,3,0,0,4,1,5,5,3,0,6,6,5,5,2
2324,183291,male,2008-11-30 21:40:03,1,0,0,1,1,4,1,1,1,0,2,3,2,3,3,2,1,2,4,5,0
2321,183327,female,2008-11-30 20:27:06,5,5,5,6,5,5,5,4,3,4,6,6,6,6,5,3,2,1,3,5,6
2322,183340,female,2008-11-30 21:09:48,5,4,3,3,5,4,4,0,0,0,5,4,5,6,6,2,3,1,5,6,6
2323,183348,female,2008-11-30 21:37:07,0,4,0,4,1,3,2,0,0,0,0,2,1,3,6,6,4,6,6,6,6
2325,183372,female,2008-11-30 23:17:21,4,3,4,6,4,3,3,2,3,3,3,5,3,6,6,5,3,2,6,0,2
2326,183382,female,2008-12-01 00:00:33,4,4,3,4,5,5,5,5,1,3,4,4,6,3,6,1,4,3,4,5,4
2329,183388,female,2008-12-01 01:00:15,4,5,5,6,6,4,4,1,4,0,4,2,6,1,5,5,5,6,5,5,6
2327,183389,female,2008-12-01 00:18:18,2,2,4,5,4,2,2,2,0,3,6,6,6,6,4,4,4,2,5,2,2
2328,183393,female,2008-12-01 00:35:45,3,5,3,4,4,4,5,6,0,6,4,4,6,0,4,3,3,2,3,1,2
2330,183409,male,2008-12-01 02:06:34,0,3,2,5,5,6,6,2,1,2,3,0,2,0,2,3,1,5,3,2,0
2331,183410,female,2008-12-01 02:45:40,4,5,4,5,5,5,5,2,1,0,4,3,5,1,5,4,4,4,4,4,5
2332,183420,female,2008-12-01 03:20:03,0,1,0,0,0,0,0,3,4,0,3,0,6,3,6,6,3,6,6,4,3
2333,183426,female,2008-12-01 03:47:16,2,5,1,4,0,,2,3,0,1,5,3,6,0,4,6,3,2,6,0,6
2334,183442,female,2008-12-01 05:01:59,2,5,3,4,3,3,3,4,1,1,6,4,6,1,4,5,5,2,6,5,3
2335,183444,male,2008-12-01 05:21:50,4,5,4,5,5,4,3,2,2,1,2,3,1,4,4,5,3,3,4,4,5
2338,183457,female,2008-12-01 06:12:42,3,5,3,3,2,3,3,3,3,1,6,6,5,6,3,5,5,1,6,5,5
2336,183458,female,2008-12-01 06:09:53,5,6,5,2,6,1,4,1,0,1,1,1,3,6,2,2,2,4,2,1,4
2337,183459,female,2008-12-01 06:09:56,4,5,5,5,6,2,4,6,3,6,6,6,6,6,4,2,3,1,2,1,5
2339,183473,female,2008-12-01 07:08:31,5,6,4,5,6,5,6,3,3,2,4,3,5,3,6,6,6,6,6,6,6
2340,183482,female,2008-12-01 07:32:17,1,2,0,4,3,3,3,6,5,1,2,4,3,6,6,3,5,4,5,2,6
2341,183489,female,2008-12-01 08:53:49,1,6,3,6,4,3,3,3,0,1,2,1,6,3,6,3,1,4,3,2,4
2342,183506,female,2008-12-01 13:08:48,3,4,3,4,3,,3,4,3,4,3,3,3,4,4,4,3,4,4,4,3
2344,183519,female,2008-12-01 14:46:45,5,6,4,3,6,4,4,4,2,3,2,4,6,6,3,2,2,5,4,3,1
2345,183527,female,2008-12-01 16:22:15,1,4,1,3,1,1,1,0,0,0,1,3,4,6,3,4,3,1,3,1,5
2346,183535,female,2008-12-01 17:54:04,4,4,4,5,6,4,6,4,5,4,5,4,6,3,6,6,6,4,5,5,6
2354,183537,male,2008-12-01 22:06:55,4,6,3,6,5,6,5,0,2,4,0,0,0,4,5,3,2,4,4,5,6
2348,183550,male,2008-12-01 19:35:16,0,1,1,4,2,0,1,1,0,0,3,0,0,0,5,2,4,3,5,2,0
2347,183551,female,2008-12-01 19:05:12,0,3,1,6,1,4,2,3,3,3,6,3,5,3,4,3,3,6,6,3,6
2349,183552,female,2008-12-01 19:36:23,4,4,4,5,4,5,2,1,1,1,1,3,4,1,3,1,2,1,5,1,2
2454,183553,male,2008-12-08 17:24:18,5,2,6,6,5,0,5,0,0,0,0,0,1,0,,0,2,5,4,1,0
2351,183559,male,2008-12-01 20:32:21,6,6,5,5,6,6,5,4,1,1,2,3,2,1,2,4,3,3,5,3,4
2350,183560,female,2008-12-01 20:16:24,0,0,0,0,0,0,0,,0,0,0,0,1,0,2,0,0,3,2,2,0
2352,183562,female,2008-12-01 20:55:36,6,5,6,1,3,3,4,6,6,6,3,5,5,4,3,6,4,2,5,3,5
2366,183569,female,2008-12-02 03:26:33,1,4,5,6,5,3,4,4,1,1,6,6,6,6,5,4,4,4,6,4,5
2355,183585,female,2008-12-01 22:51:48,1,3,1,5,5,5,4,0,0,0,1,0,3,0,4,0,3,3,4,3,4
2356,183586,female,2008-12-01 23:00:31,1,0,0,2,0,0,1,0,3,4,6,0,6,6,1,4,3,4,4,1,1
2357,183589,female,2008-12-01 23:19:01,2,5,3,3,3,2,4,3,2,4,5,6,6,4,5,2,6,5,5,6,3
2359,183594,female,2008-12-01 23:29:33,0,2,,3,3,0,5,4,2,2,5,1,6,6,6,2,2,5,5,5,0
2361,183600,female,2008-12-02 00:39:14,4,4,4,6,6,5,3,6,5,3,5,4,6,6,6,2,4,6,5,3,6
2362,183602,female,2008-12-02 01:05:47,0,0,0,0,0,0,0,2,0,0,1,1,3,1,4,2,4,2,4,4,2
2365,183604,female,2008-12-02 02:35:01,6,5,4,0,2,5,4,0,0,0,,0,6,1,3,6,4,3,6,6,6
2364,183611,female,2008-12-02 01:54:13,4,5,6,3,2,6,2,2,0,0,4,2,3,1,6,4,3,4,4,5,6
2363,183615,female,2008-12-02 01:31:41,3,5,4,6,5,4,3,4,3,2,4,5,4,4,6,4,5,5,6,6,5
2367,183641,female,2008-12-02 04:37:34,1,5,0,4,1,4,3,6,1,2,4,3,6,5,4,5,5,6,6,6,6
2368,183644,female,2008-12-02 05:09:41,0,5,0,5,2,4,3,4,1,2,5,5,3,6,1,0,2,5,2,4,2
2369,183645,female,2008-12-02 05:18:17,5,6,6,2,6,3,6,4,1,1,5,6,6,6,6,1,0,1,1,6,2
2371,183661,female,2008-12-02 07:59:32,2,3,3,5,4,4,5,5,2,3,4,6,4,2,3,3,4,4,4,3,6
2372,183664,female,2008-12-02 08:03:33,0,4,2,3,2,5,1,2,0,0,5,6,5,0,5,5,5,5,6,6,6
2373,183680,male,2008-12-02 10:16:29,1,4,2,5,5,2,5,1,0,0,3,2,1,1,4,2,3,3,5,3,1
2374,183684,male,2008-12-02 11:42:19,4,4,3,6,5,5,4,0,0,0,1,0,1,0,5,4,4,1,4,2,3
2375,183685,female,2008-12-02 11:43:56,5,5,2,5,4,6,6,6,3,6,6,6,6,6,4,4,4,3,6,1,3
2376,183699,female,2008-12-02 14:22:39,2,6,2,2,6,4,0,0,1,0,1,0,3,0,3,1,3,6,6,6,6
2377,183705,female,2008-12-02 16:03:48,3,4,3,4,5,6,4,2,0,6,6,1,6,4,6,4,3,3,4,4,0
2380,183729,female,2008-12-02 20:03:15,3,6,5,6,6,3,5,4,6,3,6,6,6,6,3,3,3,3,4,4,5
2378,183736,male,2008-12-02 19:50:40,3,3,3,3,3,4,3,2,1,1,3,1,1,1,5,6,5,6,4,3,4
2381,183741,male,2008-12-02 20:25:58,6,5,6,6,5,1,5,5,0,0,0,3,0,0,6,4,1,0,5,2,1
2379,183742,female,2008-12-02 19:57:03,4,4,4,6,6,6,5,2,2,0,6,3,3,2,4,6,4,2,5,1,3
2382,183749,female,2008-12-02 20:46:50,0,0,0,0,0,0,0,0,0,0,2,0,2,1,6,1,3,5,3,5,0
2384,183760,female,2008-12-02 23:00:02,4,5,5,5,3,4,4,3,1,3,4,0,5,3,5,4,4,4,5,6,1
2383,183765,female,2008-12-02 22:49:09,4,4,1,1,0,0,0,0,6,0,0,0,0,4,6,6,1,5,2,5,5
2385,183783,male,2008-12-03 00:48:46,2,3,0,3,2,2,3,0,0,0,0,3,6,0,5,3,0,6,3,2,2
2386,183787,female,2008-12-03 01:03:56,4,3,5,3,4,3,5,2,6,3,5,6,6,6,3,4,3,2,6,4,2
2387,183792,female,2008-12-03 01:55:27,5,6,3,6,1,6,4,1,0,0,0,0,1,0,2,0,1,1,1,2,3
2388,183794,female,2008-12-03 02:09:03,5,5,4,6,5,6,6,6,0,0,3,6,6,0,6,4,5,3,5,6,5
2389,183805,male,2008-12-03 03:25:17,5,6,4,5,5,5,4,1,0,0,3,0,4,6,5,3,1,3,4,4,3
2904,183809,female,2009-02-08 13:03:03,1,1,2,3,3,3,3,3,0,0,2,1,6,0,4,4,2,4,2,5,3
2390,183822,female,2008-12-03 05:00:42,3,4,5,6,4,4,5,0,1,0,3,2,2,2,3,6,5,4,4,1,3
2391,183825,male,2008-12-03 05:16:28,6,5,2,3,1,5,5,5,5,5,6,6,3,6,0,3,6,5,4,0,2
2392,183861,female,2008-12-03 11:53:55,2,4,2,2,5,0,2,0,1,2,1,1,1,1,1,3,0,2,3,3,2
2393,183873,female,2008-12-03 14:29:58,6,4,1,6,6,1,1,0,0,0,0,3,2,0,4,2,1,6,6,4,6
2394,183876,male,2008-12-03 14:59:23,5,3,0,6,2,3,4,2,0,0,2,1,1,5,1,3,1,1,3,2,4
2395,183894,female,2008-12-03 16:41:46,3,2,2,6,3,2,3,5,3,5,4,6,5,5,4,5,2,3,4,4,2
2396,183909,female,2008-12-03 18:26:13,2,4,4,4,4,3,4,4,1,2,4,6,6,4,5,5,4,3,4,4,6
2397,183922,female,2008-12-03 19:18:42,4,5,4,3,6,5,5,1,0,1,3,4,6,1,6,2,3,3,4,5,6
2399,183935,male,2008-12-03 21:03:55,3,5,4,3,1,2,5,0,,0,1,0,0,1,4,3,2,1,3,1,4
2398,183937,male,2008-12-03 20:53:24,1,4,1,4,2,2,3,5,4,4,4,3,3,3,3,4,2,2,3,3,3
2401,183950,male,2008-12-03 22:28:06,0,0,0,0,0,0,0,1,2,0,0,4,2,2,6,2,1,2,3,3,4
2414,183951,female,2008-12-04 20:21:00,3,5,3,5,4,2,4,2,0,5,5,6,4,4,1,0,1,1,0,0,0
2402,183957,female,2008-12-03 22:47:10,1,3,1,1,3,2,1,0,6,0,5,0,4,1,4,6,2,6,6,3,5
2404,183964,female,2008-12-03 23:19:38,1,3,4,6,6,5,,1,0,5,5,6,3,3,0,1,3,3,5,6,3
2405,183972,female,2008-12-04 00:58:15,3,6,6,5,6,5,4,3,0,2,3,1,6,2,6,4,1,4,4,4,3
21247,183986,male,2013-03-06 01:42:01,2,3,2,5,3,1,3,2,3,1,1,4,2,1,3,5,2,4,4,3,5
2406,183994,female,2008-12-04 03:12:30,2,5,4,5,6,4,3,5,1,6,3,4,5,6,3,1,4,,4,4,3
2408,184003,male,2008-12-04 05:10:18,3,4,2,3,5,0,5,1,1,0,2,0,0,0,6,1,2,4,4,3,2
2407,184010,male,2008-12-04 04:04:21,6,6,5,4,5,5,5,4,4,3,6,5,4,6,4,0,0,3,5,2,1
2410,184024,female,2008-12-04 05:52:48,4,5,5,6,5,6,5,2,2,3,4,6,5,5,3,2,2,6,4,4,6
2409,184025,female,2008-12-04 05:29:19,1,6,5,6,6,6,3,3,0,1,6,6,6,3,6,6,6,6,6,5,6
2411,184045,male,2008-12-04 07:01:05,0,5,5,3,6,4,4,5,0,0,3,0,0,2,5,4,1,2,1,2,1
2412,184046,male,2008-12-04 07:38:27,2,5,4,4,5,4,5,2,3,2,5,3,3,0,4,4,4,2,4,6,5
2413,184065,female,2008-12-04 12:32:00,6,6,4,3,6,6,3,1,6,5,6,6,6,6,6,6,5,4,6,6,6
2476,184083,male,2008-12-10 03:18:46,2,3,2,4,3,2,1,3,1,1,1,1,1,6,2,4,2,2,3,3,4
4460,184091,female,2009-09-20 07:47:00,3,4,3,3,4,3,1,4,6,2,4,3,6,6,4,3,3,3,5,3,3
2415,184129,female,2008-12-04 22:01:13,5,5,4,5,5,4,5,5,5,5,6,6,6,4,5,3,4,3,5,5,2
2421,184141,female,2008-12-05 14:02:00,0,3,2,3,0,3,0,1,5,2,3,3,3,3,5,4,4,2,5,5,5
2416,184174,female,2008-12-05 02:07:59,6,6,6,5,6,6,6,0,1,0,4,6,6,3,4,3,5,5,3,1,3
2417,184176,male,2008-12-05 02:30:27,4,5,6,6,5,4,5,4,5,5,0,6,2,6,4,3,4,1,4,2,1
2418,184178,male,2008-12-05 03:23:52,1,5,2,6,6,0,3,1,3,0,0,0,0,1,6,3,4,4,6,2,6
2419,184191,male,2008-12-05 06:25:18,3,5,2,3,4,3,3,4,3,0,1,2,1,2,5,4,3,4,4,5,3
2420,184199,female,2008-12-05 07:26:28,3,5,6,6,5,4,4,1,3,2,2,3,5,5,6,3,3,2,5,3,5
2422,184249,female,2008-12-05 17:58:31,2,6,0,4,3,0,0,3,0,0,3,1,3,1,6,4,6,6,6,6,6
2423,184276,male,2008-12-05 21:09:12,2,6,1,5,6,3,6,2,0,0,3,2,0,1,5,5,1,3,4,3,5
2425,184287,male,2008-12-05 22:33:27,1,4,5,4,0,3,5,0,0,0,0,1,2,4,3,2,1,4,0,0,4
2424,184290,female,2008-12-05 22:21:52,4,6,4,4,4,6,5,3,4,5,0,6,2,5,1,2,2,2,1,0,0
2426,184300,female,2008-12-05 23:27:05,1,6,4,6,4,6,5,0,2,0,6,0,2,3,3,0,4,3,6,3,4
2427,184301,male,2008-12-05 23:39:29,0,1,1,4,3,1,1,2,0,1,0,0,0,0,2,0,4,3,3,3,0
2428,184311,female,2008-12-06 01:52:13,1,5,1,2,2,4,2,2,4,1,4,4,4,6,5,1,3,4,6,2,6
2429,184318,female,2008-12-06 03:36:35,1,5,2,5,4,4,5,1,0,0,5,0,6,1,5,5,5,3,3,3,3
2430,184325,female,2008-12-06 04:29:39,3,4,3,3,3,4,4,2,1,0,2,2,6,2,6,1,3,3,3,6,4
2431,184370,female,2008-12-06 14:27:02,6,6,5,6,5,3,6,2,0,1,5,1,6,2,6,1,1,5,3,6,6
2432,184389,male,2008-12-06 17:00:31,1,5,3,4,3,5,1,0,0,0,1,0,0,0,4,1,4,1,4,1,5
2433,184397,male,2008-12-06 18:33:55,3,5,5,6,6,5,2,6,0,0,3,3,2,,4,5,4,4,5,3,1
2434,184410,male,2008-12-06 19:39:38,5,5,5,2,4,6,5,3,2,1,5,4,2,4,2,6,0,1,2,3,4
2437,184433,male,2008-12-06 23:10:07,6,5,5,5,6,3,4,3,0,0,0,0,1,4,5,6,4,5,5,2,4
2435,184437,female,2008-12-06 21:29:38,4,5,3,4,3,2,4,2,1,2,2,5,4,6,5,1,5,5,6,5,5
2436,184454,female,2008-12-06 22:57:54,6,6,6,6,5,5,3,3,1,3,4,5,6,2,5,3,3,2,6,0,2
2438,184473,female,2008-12-07 01:44:51,4,5,3,4,3,4,5,1,0,0,3,1,2,0,6,6,5,3,5,6,3
2439,184475,male,2008-12-07 02:30:30,1,2,4,5,4,3,2,1,0,1,1,4,0,1,3,4,1,4,6,2,1
2440,184478,male,2008-12-07 03:43:03,6,5,6,6,6,6,5,2,6,4,6,5,3,6,6,6,5,5,5,3,3
2441,184490,male,2008-12-07 03:55:02,1,1,0,1,1,0,0,1,1,2,0,1,2,4,2,1,0,3,2,1,1
2606,184493,male,2008-12-25 05:26:42,4,3,0,6,0,0,1,0,0,0,4,0,1,0,2,3,1,1,2,0,0
2443,184513,female,2008-12-07 08:45:34,1,0,4,6,3,2,6,2,0,0,2,1,1,4,6,6,3,1,5,4,4
2442,184515,male,2008-12-07 08:39:51,0,5,3,2,1,4,2,1,0,3,0,0,1,4,6,3,2,4,5,3,2
2444,184529,male,2008-12-07 12:42:45,4,5,6,5,6,6,4,0,0,1,0,0,1,0,5,1,2,1,2,1,1
2445,184530,female,2008-12-07 13:30:16,3,5,1,6,4,3,3,6,5,4,4,5,6,6,5,1,6,6,3,5,5
2762,184547,female,2009-01-17 15:05:49,2,6,4,5,2,4,5,3,2,0,3,1,3,6,1,4,2,3,2,1,0
2446,184551,male,2008-12-07 17:49:46,2,3,3,5,1,0,0,1,0,0,5,0,0,0,4,4,4,4,4,1,3
2447,184573,female,2008-12-07 18:45:30,5,6,5,6,6,6,6,0,0,5,1,1,6,5,4,1,1,1,4,4,5
2448,184599,female,2008-12-07 21:51:39,3,6,5,5,5,4,5,0,0,0,0,0,3,0,2,4,2,3,4,3,4
2450,184608,male,2008-12-07 23:13:34,2,3,3,4,5,3,2,1,3,1,1,2,2,3,4,3,2,1,5,3,4
2449,184614,female,2008-12-07 23:06:07,1,4,5,4,5,2,2,5,2,5,3,5,4,2,3,2,1,3,2,0,0
2451,184618,female,2008-12-07 23:29:11,2,5,3,1,6,6,5,3,2,3,2,1,4,1,2,1,1,1,2,3,2
2452,184633,female,2008-12-08 01:26:26,0,4,2,4,1,6,4,2,0,2,6,3,5,3,4,2,4,1,5,2,4
2453,184671,female,2008-12-08 09:57:30,1,3,4,4,3,5,2,4,4,3,4,6,6,4,6,2,1,0,3,0,3
2455,184699,male,2008-12-08 18:33:11,2,5,5,5,6,5,6,4,2,2,4,3,4,6,6,3,2,6,4,4,4
2456,184737,male,2008-12-08 19:04:50,5,5,4,3,5,3,5,2,0,2,4,2,2,0,6,4,5,3,5,1,5
2457,184742,female,2008-12-08 19:37:17,1,3,4,4,1,4,3,2,5,3,2,4,4,6,4,4,4,4,4,3,4
2466,184757,female,2008-12-09 03:42:13,4,4,1,6,3,2,5,5,1,2,6,5,5,6,5,4,3,5,6,4,2
2458,184778,male,2008-12-08 21:43:56,1,3,1,1,3,3,2,2,1,1,4,1,0,3,5,0,1,2,2,2,0
2459,184790,male,2008-12-08 23:51:20,1,6,6,6,6,4,1,0,0,0,0,0,0,0,5,3,0,1,3,1,0
2460,184811,female,2008-12-09 00:19:08,4,5,4,5,4,5,4,5,5,2,2,2,6,1,6,4,3,4,6,6,6
2461,184814,male,2008-12-09 01:05:30,1,1,0,1,1,0,1,3,1,2,6,1,1,1,6,5,0,1,6,3,4
2462,184815,male,2008-12-09 01:10:39,3,2,2,3,2,1,2,4,2,5,4,,0,0,,6,2,3,4,3,2
2485,184831,female,2008-12-10 17:12:14,1,6,4,2,4,0,3,4,0,3,4,1,6,5,5,1,1,4,3,6,3
2463,184841,female,2008-12-09 02:03:29,3,5,2,4,1,4,2,1,0,0,2,3,5,6,5,2,3,2,6,6,5
2465,184844,male,2008-12-09 02:43:28,6,6,4,5,6,2,4,4,1,0,1,4,2,4,2,2,0,1,2,1,1
2464,184849,female,2008-12-09 02:40:41,4,4,3,6,5,2,5,0,0,1,1,0,0,6,5,1,2,1,2,3,2
2467,184871,male,2008-12-09 05:00:56,1,2,1,5,6,6,2,0,0,0,0,0,0,0,2,4,2,0,3,4,1
